state,workers_requested,workers_certified,n_cases,year,workers_gap,demand_met_pct
NM,0.0,548.0,35,2010,-548.0,inf
NV,0.0,1938.0,67,2010,-1938.0,inf
NY,0.0,3944.0,289,2010,-3944.0,inf
OH,0.0,1018.0,48,2010,-1018.0,inf
OK,0.0,508.0,79,2010,-508.0,inf
OR,0.0,80.0,21,2010,-80.0,inf
PA,0.0,625.0,68,2010,-625.0,inf
RI,0.0,26.0,6,2010,-26.0,inf
SC,0.0,2252.0,35,2010,-2252.0,inf
SD,0.0,488.0,103,2010,-488.0,inf
TN,0.0,2305.0,188,2010,-2305.0,inf
TX,0.0,2243.0,330,2010,-2243.0,inf
UT,0.0,1524.0,180,2010,-1524.0,inf
VA,0.0,3301.0,480,2010,-3301.0,inf
VT,0.0,438.0,66,2010,-438.0,inf
WA,0.0,4248.0,71,2010,-4248.0,inf
WI,0.0,141.0,15,2010,-141.0,inf
WV,0.0,42.0,3,2010,-42.0,inf
WY,0.0,522.0,152,2010,-522.0,inf
AK,22.0,22.0,1,2011,0.0,100.0
AL,637.0,607.0,31,2011,30.0,95.3
AR,2783.0,2539.0,138,2011,244.0,91.2
AZ,2712.0,2159.0,48,2011,553.0,79.6
CA,1951.0,1865.0,212,2011,86.0,95.6
CO,1349.0,1263.0,244,2011,86.0,93.6
CT,292.0,290.0,60,2011,2.0,99.3
DE,38.0,38.0,3,2011,0.0,100.0
FL,6567.0,5741.0,61,2011,826.0,87.4
GA,7536.0,6793.0,84,2011,743.0,90.1
HI,221.0,195.0,12,2011,26.0,88.2
IA,1292.0,1178.0,29,2011,114.0,91.2
ID,2058.0,1977.0,449,2011,81.0,96.1
IL,641.0,570.0,22,2011,71.0,88.9
IN,125.0,119.0,13,2011,6.0,95.2
KS,956.0,847.0,140,2011,109.0,88.6
KY,5084.0,4821.0,577,2011,263.0,94.8
LA,8177.0,7655.0,595,2011,522.0,93.6
MA,500.0,487.0,140,2011,13.0,97.4
MD,653.0,624.0,55,2011,29.0,95.6
ME,659.0,647.0,83,2011,12.0,98.2
MI,401.0,276.0,18,2011,125.0,68.8
MN,578.0,512.0,65,2011,66.0,88.6
MO,289.0,242.0,24,2011,47.0,83.7
MS,2265.0,1965.0,99,2011,300.0,86.8
MT,512.0,450.0,195,2011,62.0,87.9
NC,17037.0,16962.0,1297,2011,75.0,99.6
ND,977.0,801.0,247,2011,176.0,82.0
NE,286.0,234.0,29,2011,52.0,81.8
NH,209.0,205.0,49,2011,4.0,98.1
NJ,527.0,457.0,35,2011,70.0,86.7
NM,680.0,474.0,27,2011,206.0,69.7
NV,1954.0,1864.0,96,2011,90.0,95.4
NY,4158.0,4070.0,284,2011,88.0,97.9
OH,782.0,733.0,44,2011,49.0,93.7
OK,579.0,471.0,77,2011,108.0,81.3
OR,124.0,107.0,34,2011,17.0,86.3
PA,555.0,517.0,55,2011,38.0,93.2
RI,7.0,7.0,6,2011,0.0,100.0
SC,3128.0,2640.0,40,2011,488.0,84.4
SD,560.0,525.0,104,2011,35.0,93.8
TN,2101.0,2006.0,178,2011,95.0,95.5
TX,2508.0,2145.0,325,2011,363.0,85.5
UT,2365.0,2224.0,338,2011,141.0,94.0
VA,4140.0,4071.0,454,2011,69.0,98.3
VT,459.0,457.0,58,2011,2.0,99.6
WA,5138.0,5068.0,72,2011,70.0,98.6
WI,132.0,126.0,10,2011,6.0,95.5
WV,38.0,38.0,2,2011,0.0,100.0
WY,367.0,336.0,103,2011,31.0,91.6
AK,22.0,22.0,1,2012,0.0,100.0
AL,770.0,730.0,42,2012,40.0,94.8
AR,2907.0,2881.0,200,2012,26.0,99.1
AZ,2621.0,2491.0,91,2012,130.0,95.0
CA,3374.0,3089.0,211,2012,285.0,91.6
CO,1170.0,1159.0,225,2012,11.0,99.1
CT,722.0,721.0,58,2012,1.0,99.9
DE,34.0,32.0,3,2012,2.0,94.1
FL,7117.0,6945.0,82,2012,172.0,97.6
GA,9051.0,8475.0,104,2012,576.0,93.6
HI,123.0,98.0,8,2012,25.0,79.7
IA,1179.0,1173.0,24,2012,6.0,99.5
ID,2156.0,2139.0,434,2012,17.0,99.2
IL,892.0,784.0,30,2012,108.0,87.9
IN,798.0,458.0,15,2012,340.0,57.4
KS,787.0,753.0,152,2012,34.0,95.7
KY,5011.0,4971.0,970,2012,40.0,99.2
LA,7131.0,6993.0,603,2012,138.0,98.1
MA,478.0,452.0,132,2012,26.0,94.6
MD,649.0,644.0,56,2012,5.0,99.2
ME,600.0,586.0,64,2012,14.0,97.7
MI,424.0,344.0,19,2012,80.0,81.1
MN,767.0,765.0,65,2012,2.0,99.7
MO,282.0,250.0,20,2012,32.0,88.7
MS,2586.0,2502.0,106,2012,84.0,96.8
MT,518.0,501.0,201,2012,17.0,96.7
NC,19251.0,19193.0,1315,2012,58.0,99.7
ND,1006.0,940.0,250,2012,66.0,93.4
NE,281.0,281.0,32,2012,0.0,100.0
NH,155.0,153.0,39,2012,2.0,98.7
NJ,676.0,545.0,33,2012,131.0,80.6
NM,316.0,226.0,25,2012,90.0,71.5
NV,2130.0,2127.0,140,2012,3.0,99.9
NY,4498.0,3678.0,275,2012,820.0,81.8
OH,785.0,770.0,48,2012,15.0,98.1
OK,451.0,422.0,64,2012,29.0,93.6
OR,110.0,110.0,30,2012,0.0,100.0
PA,569.0,558.0,60,2012,11.0,98.1
RI,4.0,4.0,4,2012,0.0,100.0
SC,2942.0,2924.0,38,2012,18.0,99.4
SD,668.0,629.0,124,2012,39.0,94.2
TN,2338.0,2299.0,277,2012,39.0,98.3
TX,2219.0,2094.0,343,2012,125.0,94.4
UT,1883.0,1792.0,243,2012,91.0,95.2
VA,3576.0,3571.0,476,2012,5.0,99.9
VT,419.0,418.0,60,2012,1.0,99.8
WA,9550.0,7086.0,143,2012,2464.0,74.2
WI,171.0,171.0,11,2012,0.0,100.0
WV,134.0,134.0,2,2012,0.0,100.0
WY,399.0,392.0,99,2012,7.0,98.2
AK,0.0,15.0,1,2014,-15.0,inf
AL,0.0,732.0,37,2014,-732.0,inf
AR,0.0,2549.0,177,2014,-2549.0,inf
AZ,0.0,4393.0,374,2014,-4393.0,inf
CA,0.0,6663.0,397,2014,-6663.0,inf
CO,0.0,1524.0,193,2014,-1524.0,inf
CT,0.0,408.0,60,2014,-408.0,inf
DE,0.0,32.0,4,2014,-32.0,inf
FL,0.0,13544.0,176,2014,-13544.0,inf
GA,0.0,10507.0,145,2014,-10507.0,inf
HI,0.0,39.0,6,2014,-39.0,inf
IA,0.0,1143.0,85,2014,-1143.0,inf
ID,0.0,2080.0,399,2014,-2080.0,inf
IL,0.0,892.0,39,2014,-892.0,inf
IN,0.0,934.0,33,2014,-934.0,inf
KS,0.0,655.0,100,2014,-655.0,inf
KY,0.0,6755.0,1084,2014,-6755.0,inf
LA,0.0,7240.0,692,2014,-7240.0,inf
MA,0.0,432.0,116,2014,-432.0,inf
MD,0.0,608.0,52,2014,-608.0,inf
ME,0.0,640.0,64,2014,-640.0,inf
MI,0.0,1317.0,38,2014,-1317.0,inf
MN,0.0,978.0,94,2014,-978.0,inf
MO,0.0,595.0,37,2014,-595.0,inf
MS,0.0,3195.0,135,2014,-3195.0,inf
MT,0.0,575.0,228,2014,-575.0,inf
NC,0.0,25732.0,1516,2014,-25732.0,inf
ND,0.0,1150.0,345,2014,-1150.0,inf
NE,0.0,533.0,47,2014,-533.0,inf
NH,0.0,163.0,41,2014,-163.0,inf
NJ,0.0,648.0,34,2014,-648.0,inf
NM,0.0,172.0,26,2014,-172.0,inf
NV,0.0,1883.0,55,2014,-1883.0,inf
NY,0.0,4734.0,337,2014,-4734.0,inf
OH,0.0,845.0,46,2014,-845.0,inf
OK,0.0,477.0,73,2014,-477.0,inf
OR,0.0,254.0,39,2014,-254.0,inf
PA,0.0,675.0,73,2014,-675.0,inf
RI,0.0,4.0,4,2014,-4.0,inf
SC,0.0,3041.0,53,2014,-3041.0,inf
SD,0.0,656.0,140,2014,-656.0,inf
TN,0.0,2848.0,318,2014,-2848.0,inf
TX,0.0,2513.0,387,2014,-2513.0,inf
UT,0.0,716.0,128,2014,-716.0,inf
VA,0.0,4872.0,544,2014,-4872.0,inf
VT,0.0,496.0,74,2014,-496.0,inf
WA,0.0,15123.0,254,2014,-15123.0,inf
WI,0.0,492.0,20,2014,-492.0,inf
WV,0.0,37.0,3,2014,-37.0,inf
WY,0.0,309.0,79,2014,-309.0,inf
AK,15.0,15.0,1,2015,0.0,100.0
AL,807.0,735.0,40,2015,72.0,91.1
AR,2656.0,2604.0,187,2015,52.0,98.0
AZ,4236.0,4211.0,279,2015,25.0,99.4
CA,9843.0,9411.0,508,2015,432.0,95.6
CO,1755.0,1717.0,197,2015,38.0,97.8
CT,457.0,478.0,53,2015,-21.0,104.6
DE,231.0,231.0,8,2015,0.0,100.0
FL,18740.0,17942.0,204,2015,798.0,95.7
GA,15360.0,14513.0,185,2015,847.0,94.5
HI,40.0,40.0,5,2015,0.0,100.0
IA,1497.0,1361.0,87,2015,136.0,90.9
ID,2397.0,2356.0,426,2015,41.0,98.3
IL,906.0,809.0,56,2015,97.0,89.3
IN,1326.0,1266.0,42,2015,60.0,95.5
KS,795.0,773.0,118,2015,22.0,97.2
KY,6794.0,6726.0,1092,2015,68.0,99.0
LA,8297.0,7873.0,747,2015,424.0,94.9
MA,466.0,459.0,120,2015,7.0,98.5
MD,674.0,657.0,60,2015,17.0,97.5
ME,754.0,666.0,67,2015,88.0,88.3
MI,2608.0,2226.0,55,2015,382.0,85.4
MN,1390.0,1177.0,108,2015,213.0,84.7
MO,844.0,839.0,50,2015,5.0,99.4
MS,4056.0,3684.0,162,2015,372.0,90.8
MT,640.0,614.0,247,2015,26.0,95.9
NC,29665.0,29350.0,1666,2015,315.0,98.9
ND,1439.0,1340.0,425,2015,99.0,93.1
NE,726.0,703.0,62,2015,23.0,96.8
NH,167.0,166.0,44,2015,1.0,99.4
NJ,814.0,806.0,41,2015,8.0,99.0
NM,303.0,244.0,41,2015,59.0,80.5
NV,1971.0,1940.0,59,2015,31.0,98.4
