state,year,h2a_workers_cert,emp_farmworker,h2a_per_farmworker,h2a_per_farmworker_z
Utah,2015,790.0,740.0,1.0675675675675675,-0.43137073331326864
Utah,2016,1001.0,640.0,1.5640625,-0.3083143399763171
Utah,2017,1084.0,660.0,1.6424242424242423,-0.28889236249291395
Utah,2018,1287.0,390.0,3.3,0.12193820411673971
Utah,2019,1503.0,270.0,5.566666666666666,0.6837321050747305
Vermont,2011,457.0,160.0,2.85625,0.011954655491691968
Vermont,2012,418.0,110.0,3.8,0.2458633293280612
Vermont,2013,457.0,100.0,4.57,0.4367080221534964
Vermont,2014,496.0,190.0,2.610526315789474,-0.04894802117466144
Vermont,2015,507.0,190.0,2.668421052631579,-0.034598796150192644
Vermont,2016,520.0,240.0,2.1666666666666665,-0.15895874636225568
Vermont,2017,527.0,560.0,0.9410714285714286,-0.4627228330409592
Vermont,2018,546.0,530.0,1.030188679245283,-0.4406351001444669
Vermont,2019,499.0,490.0,1.0183673469387755,-0.44356502031696404
Virginia,2011,4071.0,990.0,4.112121212121212,0.3232226499145226
Virginia,2012,3571.0,1010.0,3.5356435643564357,0.1803425205529665
Virginia,2013,4221.5,1010.0,4.17970297029703,0.3399728056024015
Virginia,2014,4872.0,830.0,5.869879518072289,0.7588834862269777
Virginia,2015,4960.0,890.0,5.573033707865169,0.6853101778302306
Virginia,2016,5074.0,1062.5,4.775529411764706,0.4876485383285971
Virginia,2017,5153.0,1235.0,4.172469635627531,0.3381800217931753
Virginia,2018,5697.0,1407.5,4.047602131438721,0.3072315796103283
Virginia,2019,5282.0,1580.0,3.3430379746835444,0.13260517691973958
Washington,2011,5068.0,5050.0,1.0035643564356436,-0.4472339452201693
Washington,2012,7086.0,5990.0,1.1829716193656092,-0.40276781017533636
Washington,2013,11104.5,6310.0,1.759825673534073,-0.2597943883923658
Washington,2014,15123.0,8410.0,1.7982164090368609,-0.2502792349840903
Washington,2015,19408.0,10160.0,1.910236220472441,-0.22251509666748454
Washington,2016,22321.0,10490.0,2.1278360343183986,-0.16858292831384344
Washington,2017,28374.0,9710.0,2.922142121524202,0.028286034312344572
Washington,2018,29991.0,11100.0,2.7018918918918917,-0.026303040257668112
Washington,2019,30650.0,12720.0,2.4095911949685536,-0.09874984118883055
West Virginia,2011,38.0,150.0,0.25333333333333335,-0.6331788921709125
West Virginia,2012,134.0,310.0,0.432258064516129,-0.5888323527404526
West Virginia,2013,85.5,240.0,0.35625,-0.6076709705649155
West Virginia,2014,37.0,280.0,0.13214285714285715,-0.6632159820435615
West Virginia,2015,72.0,260.0,0.27692307692307694,-0.6273321683147887
West Virginia,2016,116.0,230.0,0.5043478260869565,-0.5709648872822144
West Virginia,2017,182.0,220.0,0.8272727272727273,-0.49092786965561386
West Virginia,2018,217.0,210.0,1.0333333333333334,-0.43985569684125103
West Virginia,2019,255.0,240.0,1.0625,-0.4326267312039239
Wisconsin,2011,126.0,850.0,0.14823529411764705,-0.6592274675094492
Wisconsin,2012,171.0,940.0,0.1819148936170213,-0.6508799703393949
Wisconsin,2013,331.5,920.0,0.36032608695652174,-0.6066607113919972
Wisconsin,2014,492.0,1220.0,0.40327868852459015,-0.5960148983370475
Wisconsin,2015,448.0,1310.0,0.3419847328244275,-0.6112066206067271
Wisconsin,2016,853.0,1120.0,0.7616071428571428,-0.5072031011971657
Wisconsin,2017,1279.0,1470.0,0.8700680272108844,-0.48032104384902946
Wisconsin,2018,1570.0,1450.0,1.0827586206896551,-0.4276056269927756
Wisconsin,2019,1992.0,1850.0,1.0767567567567569,-0.42909319047154704
Wyoming,2011,336.0,40.0,8.4,1.385974481272219
Wyoming,2012,392.0,100.0,3.92,0.2756053593787784
Wyoming,2013,350.5,120.0,2.9208333333333334,0.027961650831487633
Wyoming,2014,309.0,80.0,3.8625,0.2613539699794764
Wyoming,2015,326.0,60.0,5.433333333333334,0.6506854050183782
Wyoming,2016,344.0,40.0,8.6,1.4355445313567474
Wyoming,2017,443.0,50.0,8.86,1.4999855964666347
Wyoming,2018,426.0,50.0,8.52,1.415716511322936
Wyoming,2019,472.0,70.0,6.742857142857143,0.9752512091432678
