state,year,h2a_workers_cert,emp_farmworker,h2a_per_farmworker,h2a_per_farmworker_z
Idaho,2014,2080.0,1740.0,1.1954022988505748,-0.39968686315206403
Idaho,2015,2356.0,1530.0,1.5398692810457517,-0.31431063535265735
Idaho,2016,3176.0,2280.0,1.3929824561403508,-0.35071657168924786
Idaho,2017,3715.0,2140.0,1.735981308411215,-0.26570422025923507
Idaho,2018,4251.0,2350.0,1.808936170212766,-0.24762233949217133
Idaho,2019,4609.0,2180.0,2.1142201834862386,-0.17195762035231166
Illinois,2011,570.0,1560.0,0.36538461538461536,-0.6054069538543241
Illinois,2012,784.0,1670.0,0.4694610778443114,-0.5796115765705857
Illinois,2013,838.0,1910.0,0.4387434554973822,-0.5872249469616603
Illinois,2014,892.0,2440.0,0.3655737704918033,-0.6053600717136389
Illinois,2015,809.0,2670.0,0.3029962546816479,-0.6208699246780127
Illinois,2016,1270.0,2220.0,0.5720720720720721,-0.5541794159551188
Illinois,2017,1942.0,1620.0,1.1987654320987655,-0.3988533097342953
Illinois,2018,2485.0,2030.0,1.2241379310344827,-0.3925647295192295
Illinois,2019,2573.0,2390.0,1.0765690376569037,-0.42913971669745477
Indiana,2011,119.0,790.0,0.15063291139240506,-0.6586332174674827
Indiana,2012,458.0,880.0,0.5204545454545455,-0.5669728328534702
Indiana,2013,696.0,1230.0,0.5658536585365853,-0.5557206513071207
Indiana,2014,934.0,1370.0,0.6817518248175183,-0.5269952617708663
Indiana,2015,1266.0,1450.0,0.8731034482758621,-0.47956871397793654
Indiana,2016,1974.0,1290.0,1.5302325581395348,-0.3166990995382168
Indiana,2017,2935.0,1550.0,1.8935483870967742,-0.22665118034865492
Indiana,2018,3424.0,1220.0,2.8065573770491805,-0.0003616735508266625
Indiana,2019,3698.0,1160.0,3.1879310344827587,0.09416188294868495
Iowa,2011,1178.0,650.0,1.8123076923076924,-0.24678670689663834
Iowa,2012,1173.0,1060.0,1.1066037735849057,-0.42169559987632155
Iowa,2013,1158.0,990.0,1.1696969696969697,-0.40605793541998153
Iowa,2014,1143.0,950.0,1.2031578947368422,-0.3977646367694758
Iowa,2015,1361.0,560.0,2.430357142857143,-0.09360299580438013
Iowa,2016,2155.0,680.0,3.1691176470588234,0.08949898016436438
Iowa,2017,2926.0,850.0,3.4423529411764706,0.15722041623572777
Iowa,2018,3933.0,1330.0,2.9571428571428573,0.03696097540040505
Iowa,2019,3918.0,1430.0,2.7398601398601397,-0.016892600490628858
Kansas,2011,847.0,180.0,4.705555555555556,0.47030550054412135
Kansas,2012,753.0,400.0,1.8825,-0.22938952585735667
Kansas,2013,704.0,490.0,1.436734693877551,-0.3398725686095318
Kansas,2014,655.0,690.0,0.9492753623188406,-0.4606894860072123
Kansas,2015,773.0,630.0,1.226984126984127,-0.3918592991403582
Kansas,2016,789.0,650.0,1.2138461538461538,-0.3951155490726509
Kansas,2017,855.0,650.0,1.3153846153846154,-0.36994921595281327
Kansas,2018,949.0,580.0,1.6362068965517242,-0.29043333322438175
Kansas,2019,1153.0,420.0,2.7452380952380953,-0.015559672903440762
Kentucky,2011,4821.0,640.0,7.5328125,1.1710418422338333
Kentucky,2012,4971.0,830.0,5.989156626506024,0.7884463474219677
Kentucky,2013,5863.0,900.0,6.514444444444444,0.9186390646419688
Kentucky,2014,6755.0,970.0,6.963917525773196,1.0300410804075368
Kentucky,2015,6726.0,940.0,7.1553191489361705,1.0774800206397805
Kentucky,2016,6779.0,740.0,9.16081081081081,1.5745416312559324
Kentucky,2017,7403.0,700.0,10.575714285714286,1.9252258118346266
Kentucky,2018,7604.0,900.0,8.448888888888888,1.3980916046262146
Kentucky,2019,8315.0,830.0,10.018072289156626,1.787014103341628
Louisiana,2011,7655.0,470.0,16.28723404255319,3.3408274138610223
Louisiana,2012,6993.0,570.0,12.26842105263158,2.34476360790718
Louisiana,2013,7116.5,540.0,13.178703703703704,2.5703773909307936
Louisiana,2014,7240.0,560.0,12.928571428571429,2.5083820439004736
Louisiana,2015,7873.0,550.0,14.314545454545454,2.851896053317415
Louisiana,2016,8336.0,660.0,12.63030303030303,2.434456146696491
