state,year,time,time2,time3,wps_inspections,wps_violations,log_inspections,log_violations
Vermont,2021,4,16,64,5.0,11.0,1.791759469228055,2.4849066497880004
Virginia,2011,-6,36,-216,57.0,,4.060443010546419,
Virginia,2012,-5,25,-125,40.0,0.0,3.713572066704308,0.0
Virginia,2013,-4,16,-64,57.0,0.0,4.060443010546419,0.0
Virginia,2014,-3,9,-27,43.0,1.0,3.784189633918261,0.6931471805599453
Virginia,2015,-2,4,-8,51.0,0.0,3.9512437185814275,0.0
Virginia,2016,-1,1,-1,34.0,0.0,3.5553480614894135,0.0
Virginia,2017,0,0,0,38.0,0.0,3.6635616461296463,0.0
Virginia,2018,1,1,1,39.0,1.0,3.6888794541139363,0.6931471805599453
Virginia,2019,2,4,8,35.0,6.0,3.58351893845611,1.9459101490553132
Virginia,2020,3,9,27,26.0,0.0,3.295836866004329,0.0
Virginia,2021,4,16,64,7.0,7.0,2.0794415416798357,2.0794415416798357
Washington,2011,-6,36,-216,42.0,133.0,3.7612001156935624,4.897839799950911
Washington,2012,-5,25,-125,40.0,122.0,3.713572066704308,4.812184355372417
Washington,2013,-4,16,-64,40.0,113.0,3.713572066704308,4.736198448394496
Washington,2014,-3,9,-27,35.0,95.0,3.58351893845611,4.564348191467836
Washington,2015,-2,4,-8,46.0,74.0,3.8501476017100584,4.31748811353631
Washington,2016,-1,1,-1,40.0,84.0,3.713572066704308,4.442651256490317
Washington,2017,0,0,0,52.0,268.0,3.970291913552122,5.594711379601839
Washington,2018,1,1,1,34.0,210.0,3.5553480614894135,5.351858133476067
Washington,2019,2,4,8,44.0,251.0,3.8066624897703196,5.529429087511423
Washington,2020,3,9,27,38.0,156.0,3.6635616461296463,5.056245805348308
Washington,2021,4,16,64,53.0,157.0,3.9889840465642745,5.062595033026967
West Virginia,2011,-6,36,-216,10.0,2.0,2.3978952727983707,1.0986122886681098
West Virginia,2012,-5,25,-125,0.0,0.0,0.0,0.0
West Virginia,2013,-4,16,-64,10.0,1.0,2.3978952727983707,0.6931471805599453
West Virginia,2014,-3,9,-27,9.0,2.0,2.302585092994046,1.0986122886681098
West Virginia,2015,-2,4,-8,11.0,2.0,2.4849066497880004,1.0986122886681098
West Virginia,2016,-1,1,-1,10.0,0.0,2.3978952727983707,0.0
West Virginia,2017,0,0,0,11.0,0.0,2.4849066497880004,0.0
West Virginia,2018,1,1,1,12.0,0.0,2.5649493574615367,0.0
West Virginia,2019,2,4,8,11.0,0.0,2.4849066497880004,0.0
West Virginia,2020,3,9,27,2.0,3.0,1.0986122886681098,1.3862943611198906
West Virginia,2021,4,16,64,9.0,0.0,2.302585092994046,0.0
Wisconsin,2011,-6,36,-216,31.0,52.0,3.4657359027997265,3.970291913552122
Wisconsin,2012,-5,25,-125,28.0,25.0,3.367295829986474,3.258096538021482
Wisconsin,2013,-4,16,-64,28.0,44.0,3.367295829986474,3.8066624897703196
Wisconsin,2014,-3,9,-27,21.0,34.0,3.091042453358316,3.5553480614894135
Wisconsin,2015,-2,4,-8,31.0,29.0,3.4657359027997265,3.4011973816621555
Wisconsin,2016,-1,1,-1,35.0,64.0,3.58351893845611,4.174387269895637
Wisconsin,2017,0,0,0,43.0,98.0,3.784189633918261,4.59511985013459
Wisconsin,2018,1,1,1,41.0,73.0,3.7376696182833684,4.30406509320417
Wisconsin,2019,2,4,8,50.0,71.0,3.9318256327243257,4.276666119016055
Wisconsin,2020,3,9,27,46.0,56.0,3.8501476017100584,4.04305126783455
Wisconsin,2021,4,16,64,47.0,86.0,3.871201010907891,4.465908118654584
