state,year,time,time2,time3,violations,inspections,log_violations,log_inspections,SPEND_APP_z,SPEND_WORK_z,lii_2017_z,dol_demand_met_pct_z,pct_flc_z,h2a_per_farmworker_z
California,2019,2,4,8,47.0,70.0,3.871201010907891,4.2626798770413155,-0.4722667776522052,-0.5377360505201996,1.7740038972160197,0.22560078574860784,1.7024935381497481,-0.6667433413603956
Colorado,2011,-6,36,-216,6.0,22.0,1.9459101490553132,3.1354942159291497,-0.3291140006826004,-0.4733347715368682,-0.4181504358758386,0.7219576547048424,-0.6512630502127313,-0.5039216920425231
Colorado,2012,-5,25,-125,8.0,107.0,2.1972245773362196,4.68213122712422,-0.3291140006826004,-0.4733347715368682,-0.4181504358758386,0.7219576547048424,-0.6512630502127313,-0.5537604736443964
Colorado,2013,-4,16,-64,1.0,51.0,0.6931471805599453,3.9512437185814275,-0.3291140006826004,-0.4733347715368682,-0.4181504358758386,0.7219576547048424,-0.6512630502127313,-0.5345641703644017
Colorado,2014,-3,9,-27,1.0,25.0,0.6931471805599453,3.258096538021482,-0.3291140006826004,-0.4733347715368682,-0.4181504358758386,0.7219576547048424,-0.6512630502127313,-0.5160991548284068
Colorado,2015,-2,4,-8,2.0,25.0,1.0986122886681098,3.258096538021482,-0.3291140006826004,-0.4733347715368682,-0.4181504358758386,0.7219576547048424,-0.6512630502127313,-0.5290817869934025
Colorado,2016,-1,1,-1,2.0,54.0,1.0986122886681098,4.007333185232471,-0.3291140006826004,-0.4733347715368682,-0.4181504358758386,0.7219576547048424,-0.6512630502127313,-0.4692225241839048
Colorado,2017,0,0,0,5.0,43.0,1.791759469228055,3.784189633918261,-0.3291140006826004,-0.4733347715368682,-0.4181504358758386,0.7219576547048424,-0.6512630502127313,-0.4916052072055697
Colorado,2018,1,1,1,1.0,44.0,0.6931471805599453,3.8066624897703196,-0.3291140006826004,-0.4733347715368682,-0.4181504358758386,0.7219576547048424,-0.6512630502127313,-0.5115644541900938
Colorado,2019,2,4,8,17.0,40.0,2.8903717578961645,3.713572066704308,-0.3291140006826004,-0.4733347715368682,-0.4181504358758386,0.7219576547048424,-0.6512630502127313,-0.4383830719897972
Connecticut,2011,-6,36,-216,5.0,7.0,1.791759469228055,2.0794415416798357,-0.693446557015865,-0.5246888619508672,0.8264537434697294,1.350090683560963,-0.34741447244230206,-0.4641077105922838
Connecticut,2012,-5,25,-125,9.0,9.0,2.302585092994046,2.302585092994046,-0.693446557015865,-0.5246888619508672,0.8264537434697294,1.350090683560963,-0.34741447244230206,-0.3385675611685309
Connecticut,2013,-4,16,-64,6.0,4.0,1.9459101490553132,1.6094379124341003,-0.693446557015865,-0.5246888619508672,0.8264537434697294,1.350090683560963,-0.34741447244230206,-0.4415831379805603
Connecticut,2014,-3,9,-27,6.0,7.0,1.9459101490553132,2.0794415416798357,-0.693446557015865,-0.5246888619508672,0.8264537434697294,1.350090683560963,-0.34741447244230206,-0.5535409994998999
Connecticut,2015,-2,4,-8,3.0,5.0,1.3862943611198906,1.791759469228055,-0.693446557015865,-0.5246888619508672,0.8264537434697294,1.350090683560963,-0.34741447244230206,-0.5267213084179487
Connecticut,2016,-1,1,-1,1.0,5.0,0.6931471805599453,1.791759469228055,-0.693446557015865,-0.5246888619508672,0.8264537434697294,1.350090683560963,-0.34741447244230206,-0.5864446062128412
Connecticut,2017,0,0,0,4.0,4.0,1.6094379124341003,1.6094379124341003,-0.693446557015865,-0.5246888619508672,0.8264537434697294,1.350090683560963,-0.34741447244230206,-0.5803939728961192
Connecticut,2018,1,1,1,5.0,3.0,1.791759469228055,1.3862943611198906,-0.693446557015865,-0.5246888619508672,0.8264537434697294,1.350090683560963,-0.34741447244230206,-0.5020797048587501
Connecticut,2019,2,4,8,9.0,13.0,2.302585092994046,2.6390573296152584,-0.693446557015865,-0.5246888619508672,0.8264537434697294,1.350090683560963,-0.34741447244230206,-0.4211362053536337
Delaware,2011,-6,36,-216,6.0,7.0,1.9459101490553132,2.0794415416798357,0.6629934021270741,0.7197619118253278,-0.30420030108342955,-1.166833970526846,2.0833741497211307,-0.5076014319567735
Delaware,2012,-5,25,-125,2.0,6.0,1.0986122886681098,1.9459101490553132,0.6629934021270741,0.7197619118253278,-0.30420030108342955,-1.166833970526846,2.0833741497211307,-0.4976874219398677
Delaware,2013,-4,16,-64,,11.0,,2.4849066497880004,0.6629934021270741,0.7197619118253278,-0.30420030108342955,-1.166833970526846,2.0833741497211307,-0.4976874219398677
Delaware,2014,-3,9,-27,,7.0,,2.0794415416798357,0.6629934021270741,0.7197619118253278,-0.30420030108342955,-1.166833970526846,2.0833741497211307,-0.5373434620074906
Delaware,2015,-2,4,-8,3.0,6.0,1.3862943611198906,1.9459101490553132,0.6629934021270741,0.7197619118253278,-0.30420030108342955,-1.166833970526846,2.0833741497211307,0.1219382041167397
Delaware,2016,-1,1,-1,6.0,12.0,1.9459101490553132,2.5649493574615367,0.6629934021270741,0.7197619118253278,-0.30420030108342955,-1.166833970526846,2.0833741497211307,0.1136765291026516
Delaware,2017,0,0,0,6.0,6.0,1.9459101490553132,1.9459101490553132,0.6629934021270741,0.7197619118253278,-0.30420030108342955,-1.166833970526846,2.0833741497211307,0.1869988948526835
Delaware,2018,1,1,1,10.0,8.0,2.3978952727983707,2.1972245773362196,0.6629934021270741,0.7197619118253278,-0.30420030108342955,-1.166833970526846,2.0833741497211307,-0.0972135962569655
Delaware,2019,2,4,8,2.0,6.0,1.0986122886681098,1.9459101490553132,0.6629934021270741,0.7197619118253278,-0.30420030108342955,-1.166833970526846,2.0833741497211307,0.7610377784208407
Florida,2011,-6,36,-216,24.0,64.0,3.2188758248682006,4.174387269895637,-0.7553798415542421,-0.5347936819240708,-0.4517781928622717,0.07186193253207497,1.2060648758769343,-0.6353667582372499
Florida,2012,-5,25,-125,30.0,86.0,3.4339872044851463,4.465908118654584,-0.7553798415542421,-0.5347936819240708,-0.4517781928622717,0.07186193253207497,1.2060648758769343,-0.6245731805863498
Florida,2013,-4,16,-64,22.0,81.0,3.1354942159291497,4.406719247264253,-0.7553798415542421,-0.5347936819240708,-0.4517781928622717,0.07186193253207497,1.2060648758769343,-0.5769844034188084
Florida,2014,-3,9,-27,22.0,90.0,3.1354942159291497,4.51085950651685,-0.7553798415542421,-0.5347936819240708,-0.4517781928622717,0.07186193253207497,1.2060648758769343,-0.4916533318504546
Florida,2015,-2,4,-8,25.0,119.0,3.258096538021482,4.787491742782046,-0.7553798415542421,-0.5347936819240708,-0.4517781928622717,0.07186193253207497,1.2060648758769343,-0.3924229674600258
Florida,2016,-1,1,-1,34.0,70.0,3.5553480614894135,4.2626798770413155,-0.7553798415542421,-0.5347936819240708,-0.4517781928622717,0.07186193253207497,1.2060648758769343,-0.2721529768361773
Florida,2017,0,0,0,60.0,36.0,4.110873864173311,3.6109179126442243,-0.7553798415542421,-0.5347936819240708,-0.4517781928622717,0.07186193253207497,1.2060648758769343,-0.2226578195274813
Florida,2018,1,1,1,19.0,67.0,2.995732273553991,4.219507705176107,-0.7553798415542421,-0.5347936819240708,-0.4517781928622717,0.07186193253207497,1.2060648758769343,0.011625098281957
Florida,2019,2,4,8,19.0,52.0,2.995732273553991,3.970291913552122,-0.7553798415542421,-0.5347936819240708,-0.4517781928622717,0.07186193253207497,1.2060648758769343,0.1309710781887467
Georgia,2011,-6,36,-216,18.0,66.0,2.9444389791664403,4.204692619390966,-0.7314996108951195,-0.5241817280091488,-0.12222106717528743,-0.4332800137508175,1.783805129384088,0.0144318507688591
Georgia,2012,-5,25,-125,18.0,83.0,2.9444389791664403,4.430816798843313,-0.7314996108951195,-0.5241817280091488,-0.12222106717528743,-0.4332800137508175,1.783805129384088,-0.1059308603869991
Georgia,2013,-4,16,-64,17.0,64.0,2.8903717578961645,4.174387269895637,-0.7314996108951195,-0.5241817280091488,-0.12222106717528743,-0.4332800137508175,1.783805129384088,-0.0425379759553975
Georgia,2014,-3,9,-27,17.0,62.0,2.8903717578961645,4.143134726391533,-0.7314996108951195,-0.5241817280091488,-0.12222106717528743,-0.4332800137508175,1.783805129384088,0.0654834248538044
Georgia,2015,-2,4,-8,8.0,54.0,2.1972245773362196,4.007333185232471,-0.7314996108951195,-0.5241817280091488,-0.12222106717528743,-0.4332800137508175,1.783805129384088,0.4872727344272209
Georgia,2016,-1,1,-1,38.0,54.0,3.6635616461296463,4.007333185232471,-0.7314996108951195,-0.5241817280091488,-0.12222106717528743,-0.4332800137508175,1.783805129384088,0.5755992082089226
Georgia,2017,0,0,0,26.0,53.0,3.295836866004329,3.9889840465642745,-0.7314996108951195,-0.5241817280091488,-0.12222106717528743,-0.4332800137508175,1.783805129384088,1.001371768116381
Georgia,2018,1,1,1,12.0,45.0,2.5649493574615367,3.828641396489095,-0.7314996108951195,-0.5241817280091488,-0.12222106717528743,-0.4332800137508175,1.783805129384088,1.8107278479340232
Georgia,2019,2,4,8,18.0,58.0,2.9444389791664403,4.07753744390572,-0.7314996108951195,-0.5241817280091488,-0.12222106717528743,-0.4332800137508175,1.783805129384088,1.8415714346532857
Hawaii,2011,-6,36,-216,2.0,15.0,1.0986122886681098,2.772588722239781,-0.7942603674449609,-0.544197502391616,1.5577121861369192,-1.7202938421063634,0.23888489593162462,-0.5952784580437834
Hawaii,2012,-5,25,-125,,3.0,,1.3862943611198906,-0.7942603674449609,-0.544197502391616,1.5577121861369192,-1.7202938421063634,0.23888489593162462,-0.6667033758425376
Hawaii,2013,-4,16,-64,,9.0,,2.302585092994046,-0.7942603674449609,-0.544197502391616,1.5577121861369192,-1.7202938421063634,0.23888489593162462,-0.676226061633853
Hawaii,2014,-3,9,-27,,6.0,,1.9459101490553132,-0.7942603674449609,-0.544197502391616,1.5577121861369192,-1.7202938421063634,0.23888489593162462,-0.6852274447596676
Hawaii,2015,-2,4,-8,,6.0,,1.9459101490553132,-0.7942603674449609,-0.544197502391616,1.5577121861369192,-1.7202938421063634,0.23888489593162462,-0.6772619430008016
Hawaii,2016,-1,1,-1,4.0,10.0,1.6094379124341003,2.3978952727983707,-0.7942603674449609,-0.544197502391616,1.5577121861369192,-1.7202938421063634,0.23888489593162462,-0.6665714297859943
Hawaii,2017,0,0,0,2.0,18.0,1.0986122886681098,2.9444389791664403,-0.7942603674449609,-0.544197502391616,1.5577121861369192,-1.7202938421063634,0.23888489593162462,-0.635657394675139
Hawaii,2018,1,1,1,3.0,10.0,1.3862943611198906,2.3978952727983707,-0.7942603674449609,-0.544197502391616,1.5577121861369192,-1.7202938421063634,0.23888489593162462,-0.6266707155271615
Hawaii,2019,2,4,8,2.0,5.0,1.0986122886681098,1.791759469228055,-0.7942603674449609,-0.544197502391616,1.5577121861369192,-1.7202938421063634,0.23888489593162462,-0.6075301465589936
Idaho,2011,-6,36,-216,2.0,4.0,1.0986122886681098,1.6094379124341003,0.6855419574164758,-0.1845283349233351,-0.5120195032761663,0.8844815852480375,-0.9379933982496151,-0.3556898826352285
Idaho,2012,-5,25,-125,3.0,4.0,1.3862943611198906,1.6094379124341003,0.6855419574164758,-0.1845283349233351,-0.5120195032761663,0.8844815852480375,-0.9379933982496151,-0.3785115230839502
Idaho,2013,-4,16,-64,4.0,13.0,1.6094379124341003,2.6390573296152584,0.6855419574164758,-0.1845283349233351,-0.5120195032761663,0.8844815852480375,-0.9379933982496151,-0.4264624144086185
Idaho,2014,-3,9,-27,4.0,13.0,1.6094379124341003,2.6390573296152584,0.6855419574164758,-0.1845283349233351,-0.5120195032761663,0.8844815852480375,-0.9379933982496151,-0.399686863152064
Idaho,2015,-2,4,-8,2.0,4.0,1.0986122886681098,1.6094379124341003,0.6855419574164758,-0.1845283349233351,-0.5120195032761663,0.8844815852480375,-0.9379933982496151,-0.3143106353526573
Idaho,2016,-1,1,-1,1.0,10.0,0.6931471805599453,2.3978952727983707,0.6855419574164758,-0.1845283349233351,-0.5120195032761663,0.8844815852480375,-0.9379933982496151,-0.3507165716892478
Idaho,2017,0,0,0,9.0,4.0,2.302585092994046,1.6094379124341003,0.6855419574164758,-0.1845283349233351,-0.5120195032761663,0.8844815852480375,-0.9379933982496151,-0.265704220259235
Idaho,2018,1,1,1,4.0,10.0,1.6094379124341003,2.3978952727983707,0.6855419574164758,-0.1845283349233351,-0.5120195032761663,0.8844815852480375,-0.9379933982496151,-0.2476223394921713
Idaho,2019,2,4,8,6.0,5.0,1.9459101490553132,1.791759469228055,0.6855419574164758,-0.1845283349233351,-0.5120195032761663,0.8844815852480375,-0.9379933982496151,-0.1719576203523116
Illinois,2011,-6,36,-216,18.0,29.0,2.9444389791664403,3.4011973816621555,-0.7875840274711997,-0.5390287110057939,-0.9704143603230264,-0.7056174108772473,1.7367299976168387,-0.6054069538543241
Illinois,2012,-5,25,-125,12.0,44.0,2.5649493574615367,3.8066624897703196,-0.7875840274711997,-0.5390287110057939,-0.9704143603230264,-0.7056174108772473,1.7367299976168387,-0.5796115765705857
Illinois,2013,-4,16,-64,16.0,24.0,2.833213344056216,3.2188758248682006,-0.7875840274711997,-0.5390287110057939,-0.9704143603230264,-0.7056174108772473,1.7367299976168387,-0.5872249469616603
Illinois,2014,-3,9,-27,16.0,44.0,2.833213344056216,3.8066624897703196,-0.7875840274711997,-0.5390287110057939,-0.9704143603230264,-0.7056174108772473,1.7367299976168387,-0.6053600717136389
Illinois,2015,-2,4,-8,22.0,30.0,3.1354942159291497,3.4339872044851463,-0.7875840274711997,-0.5390287110057939,-0.9704143603230264,-0.7056174108772473,1.7367299976168387,-0.6208699246780127
Illinois,2016,-1,1,-1,36.0,35.0,3.6109179126442243,3.58351893845611,-0.7875840274711997,-0.5390287110057939,-0.9704143603230264,-0.7056174108772473,1.7367299976168387,-0.5541794159551188
Illinois,2017,0,0,0,84.0,17.0,4.442651256490317,2.8903717578961645,-0.7875840274711997,-0.5390287110057939,-0.9704143603230264,-0.7056174108772473,1.7367299976168387,-0.3988533097342953
Illinois,2018,1,1,1,33.0,20.0,3.5263605246161616,3.044522437723423,-0.7875840274711997,-0.5390287110057939,-0.9704143603230264,-0.7056174108772473,1.7367299976168387,-0.3925647295192295
Illinois,2019,2,4,8,38.0,15.0,3.6635616461296463,2.772588722239781,-0.7875840274711997,-0.5390287110057939,-0.9704143603230264,-0.7056174108772473,1.7367299976168387,-0.4291397166974547
Indiana,2011,-6,36,-216,2.0,32.0,1.0986122886681098,3.4965075614664802,0.0309015387110829,0.2019346619741475,-0.5635043585654747,-1.404031058346644,2.2032017578559486,-0.6586332174674827
Indiana,2012,-5,25,-125,10.0,30.0,2.3978952727983707,3.4339872044851463,0.0309015387110829,0.2019346619741475,-0.5635043585654747,-1.404031058346644,2.2032017578559486,-0.5669728328534702
Indiana,2013,-4,16,-64,4.0,29.0,1.6094379124341003,3.4011973816621555,0.0309015387110829,0.2019346619741475,-0.5635043585654747,-1.404031058346644,2.2032017578559486,-0.5557206513071207
Indiana,2014,-3,9,-27,4.0,29.0,1.6094379124341003,3.4011973816621555,0.0309015387110829,0.2019346619741475,-0.5635043585654747,-1.404031058346644,2.2032017578559486,-0.5269952617708663
Indiana,2015,-2,4,-8,10.0,28.0,2.3978952727983707,3.367295829986474,0.0309015387110829,0.2019346619741475,-0.5635043585654747,-1.404031058346644,2.2032017578559486,-0.4795687139779365
Indiana,2016,-1,1,-1,14.0,19.0,2.70805020110221,2.995732273553991,0.0309015387110829,0.2019346619741475,-0.5635043585654747,-1.404031058346644,2.2032017578559486,-0.3166990995382168
Indiana,2017,0,0,0,37.0,11.0,3.6375861597263857,2.4849066497880004,0.0309015387110829,0.2019346619741475,-0.5635043585654747,-1.404031058346644,2.2032017578559486,-0.2266511803486549
Indiana,2018,1,1,1,14.0,14.0,2.70805020110221,2.70805020110221,0.0309015387110829,0.2019346619741475,-0.5635043585654747,-1.404031058346644,2.2032017578559486,-0.0003616735508266
Indiana,2019,2,4,8,20.0,11.0,3.044522437723423,2.4849066497880004,0.0309015387110829,0.2019346619741475,-0.5635043585654747,-1.404031058346644,2.2032017578559486,0.0941618829486849
Iowa,2011,-6,36,-216,2.0,16.0,1.0986122886681098,2.833213344056216,-0.7715166926067936,-0.511147166540224,-0.6674178645777038,-0.17851277127771226,2.241717774756425,-0.2467867068966383
Iowa,2012,-5,25,-125,11.0,18.0,2.4849066497880004,2.9444389791664403,-0.7715166926067936,-0.511147166540224,-0.6674178645777038,-0.17851277127771226,2.241717774756425,-0.4216955998763215
Iowa,2013,-4,16,-64,13.0,22.0,2.6390573296152584,3.1354942159291497,-0.7715166926067936,-0.511147166540224,-0.6674178645777038,-0.17851277127771226,2.241717774756425,-0.4060579354199815
Iowa,2014,-3,9,-27,13.0,17.0,2.6390573296152584,2.8903717578961645,-0.7715166926067936,-0.511147166540224,-0.6674178645777038,-0.17851277127771226,2.241717774756425,-0.3977646367694758
Iowa,2015,-2,4,-8,4.0,6.0,1.6094379124341003,1.9459101490553132,-0.7715166926067936,-0.511147166540224,-0.6674178645777038,-0.17851277127771226,2.241717774756425,-0.0936029958043801
Iowa,2016,-1,1,-1,2.0,12.0,1.0986122886681098,2.5649493574615367,-0.7715166926067936,-0.511147166540224,-0.6674178645777038,-0.17851277127771226,2.241717774756425,0.0894989801643643
Iowa,2017,0,0,0,15.0,10.0,2.772588722239781,2.3978952727983707,-0.7715166926067936,-0.511147166540224,-0.6674178645777038,-0.17851277127771226,2.241717774756425,0.1572204162357277
Iowa,2018,1,1,1,50.0,5.0,3.9318256327243257,1.791759469228055,-0.7715166926067936,-0.511147166540224,-0.6674178645777038,-0.17851277127771226,2.241717774756425,0.036960975400405
Iowa,2019,2,4,8,37.0,3.0,3.6375861597263857,1.3862943611198906,-0.7715166926067936,-0.511147166540224,-0.6674178645777038,-0.17851277127771226,2.241717774756425,-0.0168926004906288
Kansas,2011,-6,36,-216,2.0,13.0,1.0986122886681098,2.6390573296152584,-0.7637799286216692,-0.504146675062248,-0.8926015992510837,0.22560078574861223,0.8123455920053922,0.4703055005441213
Kansas,2012,-5,25,-125,14.0,16.0,2.70805020110221,2.833213344056216,-0.7637799286216692,-0.504146675062248,-0.8926015992510837,0.22560078574861223,0.8123455920053922,-0.2293895258573566
Kansas,2013,-4,16,-64,2.0,16.0,1.0986122886681098,2.833213344056216,-0.7637799286216692,-0.504146675062248,-0.8926015992510837,0.22560078574861223,0.8123455920053922,-0.3398725686095318
Kansas,2014,-3,9,-27,2.0,15.0,1.0986122886681098,2.772588722239781,-0.7637799286216692,-0.504146675062248,-0.8926015992510837,0.22560078574861223,0.8123455920053922,-0.4606894860072123
Kansas,2015,-2,4,-8,8.0,1.0,2.1972245773362196,0.6931471805599453,-0.7637799286216692,-0.504146675062248,-0.8926015992510837,0.22560078574861223,0.8123455920053922,-0.3918592991403582
Kansas,2016,-1,1,-1,7.0,6.0,2.0794415416798357,1.9459101490553132,-0.7637799286216692,-0.504146675062248,-0.8926015992510837,0.22560078574861223,0.8123455920053922,-0.3951155490726509
Kansas,2017,0,0,0,23.0,21.0,3.1780538303479458,3.091042453358316,-0.7637799286216692,-0.504146675062248,-0.8926015992510837,0.22560078574861223,0.8123455920053922,-0.3699492159528132
Kansas,2018,1,1,1,49.0,14.0,3.912023005428146,2.70805020110221,-0.7637799286216692,-0.504146675062248,-0.8926015992510837,0.22560078574861223,0.8123455920053922,-0.2904333332243817
Kansas,2019,2,4,8,40.0,16.0,3.713572066704308,2.833213344056216,-0.7637799286216692,-0.504146675062248,-0.8926015992510837,0.22560078574861223,0.8123455920053922,-0.0155596729034407
Kentucky,2011,-6,36,-216,,19.0,,2.995732273553991,2.8128279000164027,0.6726062497685125,-0.07487562483645753,1.033827899801235,-0.9593911854165468,1.1710418422338331
Kentucky,2012,-5,25,-125,1.0,4.0,0.6931471805599453,1.6094379124341003,2.8128279000164027,0.6726062497685125,-0.07487562483645753,1.033827899801235,-0.9593911854165468,0.7884463474219677
Kentucky,2013,-4,16,-64,,4.0,,1.6094379124341003,2.8128279000164027,0.6726062497685125,-0.07487562483645753,1.033827899801235,-0.9593911854165468,0.9186390646419688
Kentucky,2014,-3,9,-27,,17.0,,2.8903717578961645,2.8128279000164027,0.6726062497685125,-0.07487562483645753,1.033827899801235,-0.9593911854165468,1.0300410804075368
Kentucky,2015,-2,4,-8,1.0,16.0,0.6931471805599453,2.833213344056216,2.8128279000164027,0.6726062497685125,-0.07487562483645753,1.033827899801235,-0.9593911854165468,1.0774800206397803
Kentucky,2016,-1,1,-1,1.0,16.0,0.6931471805599453,2.833213344056216,2.8128279000164027,0.6726062497685125,-0.07487562483645753,1.033827899801235,-0.9593911854165468,1.5745416312559324
Kentucky,2017,0,0,0,2.0,28.0,1.0986122886681098,3.367295829986474,2.8128279000164027,0.6726062497685125,-0.07487562483645753,1.033827899801235,-0.9593911854165468,1.9252258118346264
Kentucky,2018,1,1,1,2.0,15.0,1.0986122886681098,2.772588722239781,2.8128279000164027,0.6726062497685125,-0.07487562483645753,1.033827899801235,-0.9593911854165468,1.3980916046262146
Kentucky,2019,2,4,8,,1.0,,0.6931471805599453,2.8128279000164027,0.6726062497685125,-0.07487562483645753,1.033827899801235,-0.9593911854165468,1.787014103341628
Louisiana,2011,-6,36,-216,6.0,32.0,1.9459101490553132,3.4965075614664802,0.5442875567277459,0.2366557523282382,-0.38761790380299277,0.4584053349050749,-0.1719526176734628,3.3408274138610223
Louisiana,2012,-5,25,-125,1.0,20.0,0.6931471805599453,3.044522437723423,0.5442875567277459,0.2366557523282382,-0.38761790380299277,0.4584053349050749,-0.1719526176734628,2.34476360790718
Louisiana,2013,-4,16,-64,,29.0,,3.4011973816621555,0.5442875567277459,0.2366557523282382,-0.38761790380299277,0.4584053349050749,-0.1719526176734628,2.5703773909307936
Louisiana,2014,-3,9,-27,,28.0,,3.367295829986474,0.5442875567277459,0.2366557523282382,-0.38761790380299277,0.4584053349050749,-0.1719526176734628,2.5083820439004736
Louisiana,2015,-2,4,-8,2.0,38.0,1.0986122886681098,3.6635616461296463,0.5442875567277459,0.2366557523282382,-0.38761790380299277,0.4584053349050749,-0.1719526176734628,2.851896053317415
Louisiana,2016,-1,1,-1,1.0,30.0,0.6931471805599453,3.4339872044851463,0.5442875567277459,0.2366557523282382,-0.38761790380299277,0.4584053349050749,-0.1719526176734628,2.434456146696491
Louisiana,2017,0,0,0,4.0,27.0,1.6094379124341003,3.332204510175204,0.5442875567277459,0.2366557523282382,-0.38761790380299277,0.4584053349050749,-0.1719526176734628,1.223470925777721
Louisiana,2018,1,1,1,2.0,28.0,1.0986122886681098,3.367295829986474,0.5442875567277459,0.2366557523282382,-0.38761790380299277,0.4584053349050749,-0.1719526176734628,0.9607156305470526
Louisiana,2019,2,4,8,3.0,10.0,1.3862943611198906,2.3978952727983707,0.5442875567277459,0.2366557523282382,-0.38761790380299277,0.4584053349050749,-0.1719526176734628,1.4551419930180731
Maine,2011,-6,36,-216,,10.0,,2.3978952727983707,0.9211520396360134,0.434692684949326,0.07267336362272252,0.4144799482717723,-0.5656719015450048,-0.224323175150188
Maine,2012,-5,25,-125,,7.0,,2.0794415416798357,0.9211520396360134,0.434692684949326,0.07267336362272252,0.4144799482717723,-0.5656719015450048,-0.2274506972855021
Maine,2013,-4,16,-64,,9.0,,2.302585092994046,0.9211520396360134,0.434692684949326,0.07267336362272252,0.4144799482717723,-0.5656719015450048,-0.1720634722466712
Maine,2014,-3,9,-27,,5.0,,1.791759469228055,0.9211520396360134,0.434692684949326,0.07267336362272252,0.4144799482717723,-0.5656719015450048,-0.1672204213763437
Maine,2015,-2,4,-8,0.0,4.0,0.0,1.6094379124341003,0.9211520396360134,0.434692684949326,0.07267336362272252,0.4144799482717723,-0.5656719015450048,-0.1064380980584098
Maine,2016,-1,1,-1,1.0,4.0,0.6931471805599453,1.6094379124341003,0.9211520396360134,0.434692684949326,0.07267336362272252,0.4144799482717723,-0.5656719015450048,0.1715082542012683
Maine,2017,0,0,0,1.0,2.0,0.6931471805599453,1.0986122886681098,0.9211520396360134,0.434692684949326,0.07267336362272252,0.4144799482717723,-0.5656719015450048,-0.0313617655891171
Maine,2018,1,1,1,1.0,1.0,0.6931471805599453,0.6931471805599453,0.9211520396360134,0.434692684949326,0.07267336362272252,0.4144799482717723,-0.5656719015450048,-0.0365089202605927
Maine,2019,2,4,8,3.0,1.0,1.3862943611198906,0.6931471805599453,0.9211520396360134,0.434692684949326,0.07267336362272252,0.4144799482717723,-0.5656719015450048,0.2439567889401947
Maryland,2011,-6,36,-216,3.0,30.0,1.3862943611198906,3.4339872044851463,-0.0579936796678361,-0.2822601169513961,-0.17859076792765932,0.5638262628249784,0.007788794528763054,-0.5381527689476462
Maryland,2012,-5,25,-125,4.0,30.0,1.6094379124341003,3.4339872044851463,-0.0579936796678361,-0.2822601169513961,-0.17859076792765932,0.5638262628249784,0.007788794528763054,-0.4299416868243453
Maryland,2013,-4,16,-64,,33.0,,3.5263605246161616,-0.0579936796678361,-0.2822601169513961,-0.17859076792765932,0.5638262628249784,0.007788794528763054,-0.4086449245658071
Maryland,2014,-3,9,-27,,34.0,,3.5553480614894135,-0.0579936796678361,-0.2822601169513961,-0.17859076792765932,0.5638262628249784,0.007788794528763054,-0.4061734833222764
Maryland,2015,-2,4,-8,3.0,31.0,1.3862943611198906,3.4657359027997265,-0.0579936796678361,-0.2822601169513961,-0.17859076792765932,0.5638262628249784,0.007788794528763054,-0.4633424586670157
Maryland,2016,-1,1,-1,8.0,32.0,2.1972245773362196,3.4965075614664802,-0.0579936796678361,-0.2822601169513961,-0.17859076792765932,0.5638262628249784,0.007788794528763054,-0.4153033950388202
Maryland,2017,0,0,0,19.0,47.0,2.995732273553991,3.871201010907891,-0.0579936796678361,-0.2822601169513961,-0.17859076792765932,0.5638262628249784,0.007788794528763054,-0.4866419216492934
Maryland,2018,1,1,1,6.0,35.0,1.9459101490553132,3.58351893845611,-0.0579936796678361,-0.2822601169513961,-0.17859076792765932,0.5638262628249784,0.007788794528763054,-0.4668230511325197
Maryland,2019,2,4,8,8.0,32.0,2.1972245773362196,3.4965075614664802,-0.0579936796678361,-0.2822601169513961,-0.17859076792765932,0.5638262628249784,0.007788794528763054,-0.5080882806629609
Massachusetts,2011,-6,36,-216,12.0,25.0,2.5649493574615367,3.258096538021482,0.1191374097761047,-0.0527213091669376,1.3362612633373734,1.0206502838112503,-1.1091756955850682,-0.5392103859717131
Massachusetts,2012,-5,25,-125,10.0,32.0,2.3978952727983707,3.4965075614664802,0.1191374097761047,-0.0527213091669376,1.3362612633373734,1.0206502838112503,-1.1091756955850682,-0.5287611846794229
Massachusetts,2013,-4,16,-64,8.0,26.0,2.1972245773362196,3.295836866004329,0.1191374097761047,-0.0527213091669376,1.3362612633373734,1.0206502838112503,-1.1091756955850682,-0.563979898558936
Massachusetts,2014,-3,9,-27,8.0,19.0,2.1972245773362196,2.995732273553991,0.1191374097761047,-0.0527213091669376,1.3362612633373734,1.0206502838112503,-1.1091756955850682,-0.5604343207810432
Massachusetts,2015,-2,4,-8,7.0,17.0,2.0794415416798357,2.8903717578961645,0.1191374097761047,-0.0527213091669376,1.3362612633373734,1.0206502838112503,-1.1091756955850682,-0.5774642212946559
Massachusetts,2016,-1,1,-1,13.0,20.0,2.6390573296152584,3.044522437723423,0.1191374097761047,-0.0527213091669376,1.3362612633373734,1.0206502838112503,-1.1091756955850682,-0.5782387533272266
Massachusetts,2017,0,0,0,25.0,13.0,3.258096538021482,2.6390573296152584,0.1191374097761047,-0.0527213091669376,1.3362612633373734,1.0206502838112503,-1.1091756955850682,-0.5667314202718897
Massachusetts,2018,1,1,1,5.0,11.0,1.791759469228055,2.4849066497880004,0.1191374097761047,-0.0527213091669376,1.3362612633373734,1.0206502838112503,-1.1091756955850682,-0.5662785377545061
