state,year,spending_nominal,cpi_deflator,spending_2017,spending_2017m
Louisiana,2013,513973,1.0522113523096537,540808.2253806497,0.5408082253806497
Louisiana,2014,516295,1.0354149770208165,534579.5755609624,0.5345795755609625
Louisiana,2015,595927,1.0341874211554445,616300.2073269006,0.6163002073269006
Louisiana,2016,473589,1.0213035453132617,483678.1247213623,0.4836781247213623
Louisiana,2017,468228,1.0,468228.0,0.468228
Louisiana,2018,550494,0.9761575742611716,537368.8876853294,0.5373688876853294
Louisiana,2019,481850,0.9587846215828238,461990.36990968365,0.4619903699096837
Maine,2011,16897,1.089717656786951,18412.95924672911,0.018412959246729112
Maine,2012,16794,1.0676237183898534,17929.672726639197,0.017929672726639197
Maine,2014,24000,1.0354149770208165,24849.959448499598,0.024849959448499596
Maine,2015,366618,1.0341874211554445,379151.72396916675,0.37915172396916674
Maine,2016,434250,1.0213035453132617,443501.0645522839,0.4435010645522839
Maine,2017,351000,1.0,351000.0,0.351
Maine,2018,313000,0.9761575742611716,305537.3207437467,0.30553732074374673
Maine,2019,350920,0.9587846215828238,336456.69940584456,0.33645669940584455
Maryland,2011,195440,1.089717656786951,212974.41884244172,0.21297441884244173
Maryland,2018,165000,0.9761575742611716,161065.99975309332,0.16106599975309333
Maryland,2019,165000,0.9587846215828238,158199.46256116594,0.15819946256116593
Massachusetts,2011,77404,1.089717656786951,84348.50550593717,0.08434850550593717
Massachusetts,2012,298591,1.0676237183898534,318782.8336977447,0.3187828336977447
Massachusetts,2013,20072,1.0522113523096537,21119.986263559367,0.021119986263559366
Massachusetts,2014,366600,1.0354149770208165,379583.13057583134,0.3795831305758313
Massachusetts,2015,417158,1.0341874211554445,431419.5562343629,0.4314195562343629
Massachusetts,2016,725250,1.0213035453132617,740700.3962384431,0.7407003962384431
Massachusetts,2017,392000,1.0,392000.0,0.392
Massachusetts,2018,388500,0.9761575742611716,379237.21760046517,0.3792372176004652
