state,year,time,time2,time3,violations,inspections,log_violations,log_inspections,covid,SPEND_APP_z,SPEND_WORK_z,lii_2017_z,dol_demand_met_pct_z,pct_flc_z,h2a_per_farmworker_z
Alaska,2013,-4,16,-64,7.0,6.0,2.0794415416798357,1.9459101490553132,0.0,,3.237027498905904,5.291623428544293,-3.332654569754838,-1.1091756955850682,-0.618367908742703
Alaska,2014,-3,9,-27,0.0,4.0,0.0,1.6094379124341003,0.0,,3.237027498905904,5.291623428544293,-3.332654569754838,-1.1091756955850682,-0.6511214661557332
Alaska,2015,-2,4,-8,7.0,4.0,2.0794415416798357,1.6094379124341003,0.0,,3.237027498905904,5.291623428544293,-3.332654569754838,-1.1091756955850682,-0.6468537612545882
Alaska,2016,-1,1,-1,8.0,4.0,2.1972245773362196,1.6094379124341003,0.0,,3.237027498905904,5.291623428544293,-3.332654569754838,-1.1091756955850682,-0.6348312353108497
Alaska,2017,0,0,0,4.0,4.0,1.6094379124341003,1.6094379124341003,0.0,,3.237027498905904,5.291623428544293,-3.332654569754838,-1.1091756955850682,-0.60819289057523
Alaska,2018,1,1,1,14.0,4.0,2.70805020110221,1.6094379124341003,0.0,,3.237027498905904,5.291623428544293,-3.332654569754838,-1.1091756955850682,-0.5471601747638405
Alaska,2019,2,4,8,10.0,5.0,2.3978952727983707,1.791759469228055,0.0,,3.237027498905904,5.291623428544293,-3.332654569754838,-1.1091756955850682,-0.6280612692454436
Alaska,2020,3,9,27,6.0,3.0,1.9459101490553132,1.3862943611198906,1.0,,3.237027498905904,5.291623428544293,-3.332654569754838,-1.1091756955850682,-0.6609439615631304
Alaska,2021,4,16,64,7.0,4.0,2.0794415416798357,1.6094379124341003,1.0,,3.237027498905904,5.291623428544293,-3.332654569754838,-1.1091756955850682,-0.6499427667068454
Arizona,2011,-6,36,-216,87.0,101.0,4.477336814478207,4.624972813284271,0.0,-0.4100780907275898,-0.5703031381339457,1.268515111691894,-0.1824435034602793,0.3544329466330555,-0.6402891492906632
Arizona,2012,-5,25,-125,6.0,116.0,1.9459101490553132,4.762173934797756,0.0,-0.4100780907275898,-0.5703031381339457,1.268515111691894,-0.1824435034602793,0.3544329466330555,-0.6333792269808903
Arizona,2013,-4,16,-64,41.0,138.0,3.7376696182833684,4.9344739331306915,0.0,-0.4100780907275898,-0.5703031381339457,1.268515111691894,-0.1824435034602793,0.3544329466330555,-0.6213991658071338
Arizona,2014,-3,9,-27,56.0,168.0,4.04305126783455,5.1298987149230735,0.0,-0.4100780907275898,-0.5703031381339457,1.268515111691894,-0.1824435034602793,0.3544329466330555,-0.6101850472007138
Arizona,2015,-2,4,-8,34.0,124.0,3.5553480614894135,4.8283137373023015,0.0,-0.4100780907275898,-0.5703031381339457,1.268515111691894,-0.1824435034602793,0.3544329466330555,-0.6239475398655966
Arizona,2016,-1,1,-1,58.0,115.0,4.07753744390572,4.7535901911063645,0.0,-0.4100780907275898,-0.5703031381339457,1.268515111691894,-0.1824435034602793,0.3544329466330555,-0.5963041725770495
Arizona,2017,0,0,0,49.0,132.0,3.912023005428146,4.890349128221754,0.0,-0.4100780907275898,-0.5703031381339457,1.268515111691894,-0.1824435034602793,0.3544329466330555,-0.5673530221449093
Arizona,2018,1,1,1,38.0,143.0,3.6635616461296463,4.969813299576001,0.0,-0.4100780907275898,-0.5703031381339457,1.268515111691894,-0.1824435034602793,0.3544329466330555,-0.5317307049712358
Arizona,2019,2,4,8,34.0,113.0,3.5553480614894135,4.736198448394496,0.0,-0.4100780907275898,-0.5703031381339457,1.268515111691894,-0.1824435034602793,0.3544329466330555,-0.5719474080052477
Arizona,2020,3,9,27,46.0,87.0,3.8501476017100584,4.477336814478207,1.0,-0.4100780907275898,-0.5703031381339457,1.268515111691894,-0.1824435034602793,0.3544329466330555,-0.5047995778801555
Arizona,2021,4,16,64,42.0,170.0,3.7612001156935624,5.14166355650266,1.0,-0.4100780907275898,-0.5703031381339457,1.268515111691894,-0.1824435034602793,0.3544329466330555,-0.4146694168741562
Arkansas,2011,-6,36,-216,3.0,62.0,1.3862943611198906,4.143134726391533,0.0,0.6068372187444269,0.2662069995422668,-0.6914419283602421,0.5864468752798637,-0.8951978239157519,0.2086573995882769
Arkansas,2012,-5,25,-125,0.0,60.0,0.0,4.110873864173311,0.0,0.6068372187444269,0.2662069995422668,-0.6914419283602421,0.5864468752798637,-0.8951978239157519,0.2537268107737023
Arkansas,2013,-4,16,-64,6.0,65.0,1.9459101490553132,4.189654742026425,0.0,0.6068372187444269,0.2662069995422668,-0.6914419283602421,0.5864468752798637,-0.8951978239157519,-0.1234570128703523
Arkansas,2014,-3,9,-27,0.0,62.0,0.0,4.143134726391533,0.0,0.6068372187444269,0.2662069995422668,-0.6914419283602421,0.5864468752798637,-0.8951978239157519,-0.2046881957594922
Arkansas,2015,-2,4,-8,2.0,66.0,1.0986122886681098,4.204692619390966,0.0,0.6068372187444269,0.2662069995422668,-0.6914419283602421,0.5864468752798637,-0.8951978239157519,-0.3408776474095505
Arkansas,2016,-1,1,-1,3.0,65.0,1.3862943611198906,4.189654742026425,0.0,0.6068372187444269,0.2662069995422668,-0.6914419283602421,0.5864468752798637,-0.8951978239157519,-0.1509108875340277
Arkansas,2017,0,0,0,0.0,63.0,0.0,4.1588830833596715,0.0,0.6068372187444269,0.2662069995422668,-0.6914419283602421,0.5864468752798637,-0.8951978239157519,0.0019935872975354
Arkansas,2018,1,1,1,0.0,59.0,0.0,4.0943445622221,0.0,0.6068372187444269,0.2662069995422668,-0.6914419283602421,0.5864468752798637,-0.8951978239157519,0.5916979445553083
Arkansas,2019,2,4,8,3.0,66.0,1.3862943611198906,4.204692619390966,0.0,0.6068372187444269,0.2662069995422668,-0.6914419283602421,0.5864468752798637,-0.8951978239157519,1.221831958126776
Arkansas,2020,3,9,27,0.0,11.0,0.0,2.4849066497880004,1.0,0.6068372187444269,0.2662069995422668,-0.6914419283602421,0.5864468752798637,-0.8951978239157519,1.0638862319758282
Arkansas,2021,4,16,64,1.0,61.0,0.6931471805599453,4.127134385045092,1.0,0.6068372187444269,0.2662069995422668,-0.6914419283602421,0.5864468752798637,-0.8951978239157519,1.4015181407794304
California,2011,-6,36,-216,81.0,39.0,4.406719247264253,3.6888794541139363,0.0,-0.4285606950989956,-0.5885934871311046,1.7740038972160197,0.3326384007442861,1.7024935381497481,-0.6896344679241277
California,2012,-5,25,-125,36.0,33.0,3.6109179126442243,3.5263605246161616,0.0,-0.4285606950989956,-0.5885934871311046,1.7740038972160197,0.3326384007442861,1.7024935381497481,-0.6882395350950209
California,2013,-4,16,-64,48.0,33.0,3.8918202981106265,3.5263605246161616,0.0,-0.4285606950989956,-0.5885934871311046,1.7740038972160197,0.3326384007442861,1.7024935381497481,-0.6861079139012436
California,2014,-3,9,-27,57.0,33.0,4.060443010546419,3.5263605246161616,0.0,-0.4285606950989956,-0.5885934871311046,1.7740038972160197,0.3326384007442861,1.7024935381497481,-0.6842332051063676
California,2015,-2,4,-8,35.0,38.0,3.58351893845611,3.6635616461296463,0.0,-0.4285606950989956,-0.5885934871311046,1.7740038972160197,0.3326384007442861,1.7024935381497481,-0.6807516000647472
California,2016,-1,1,-1,49.0,32.0,3.912023005428146,3.4965075614664802,0.0,-0.4285606950989956,-0.5885934871311046,1.7740038972160197,0.3326384007442861,1.7024935381497481,-0.6780250427370277
California,2017,0,0,0,47.0,36.0,3.871201010907891,3.6109179126442243,0.0,-0.4285606950989956,-0.5885934871311046,1.7740038972160197,0.3326384007442861,1.7024935381497481,-0.674186007243426
California,2018,1,1,1,32.0,35.0,3.4965075614664802,3.58351893845611,0.0,-0.4285606950989956,-0.5885934871311046,1.7740038972160197,0.3326384007442861,1.7024935381497481,-0.6706931197043297
California,2019,2,4,8,65.0,33.0,4.189654742026425,3.5263605246161616,0.0,-0.4285606950989956,-0.5885934871311046,1.7740038972160197,0.3326384007442861,1.7024935381497481,-0.6664327002200106
California,2020,3,9,27,14.0,21.0,2.70805020110221,3.091042453358316,1.0,-0.4285606950989956,-0.5885934871311046,1.7740038972160197,0.3326384007442861,1.7024935381497481,-0.6643927946480417
California,2021,4,16,64,12.0,17.0,2.5649493574615367,2.8903717578961645,1.0,-0.4285606950989956,-0.5885934871311046,1.7740038972160197,0.3326384007442861,1.7024935381497481,-0.654251441691211
Colorado,2011,-6,36,-216,30.0,146.0,3.4339872044851463,4.990432586778736,0.0,-0.3917957939249175,-0.5139740026757852,-0.4181504358758386,0.8141280068485511,-0.6512630502127313,-0.5218911725908768
Colorado,2012,-5,25,-125,18.0,144.0,2.9444389791664403,4.976733742420574,0.0,-0.3917957939249175,-0.5139740026757852,-0.4181504358758386,0.8141280068485511,-0.6512630502127313,-0.5661345128228984
Colorado,2013,-4,16,-64,45.0,167.0,3.828641396489095,5.123963979403259,0.0,-0.3917957939249175,-0.5139740026757852,-0.4181504358758386,0.8141280068485511,-0.6512630502127313,-0.5490933944424693
Colorado,2014,-3,9,-27,11.0,184.0,2.4849066497880004,5.220355825078324,0.0,-0.3917957939249175,-0.5139740026757852,-0.4181504358758386,0.8141280068485511,-0.6512630502127313,-0.5327014615241518
Colorado,2015,-2,4,-8,14.0,95.0,2.70805020110221,4.564348191467836,0.0,-0.3917957939249175,-0.5139740026757852,-0.4181504358758386,0.8141280068485511,-0.6512630502127313,-0.5442265228021645
Colorado,2016,-1,1,-1,7.0,42.0,2.0794415416798357,3.7612001156935624,0.0,-0.3917957939249175,-0.5139740026757852,-0.4181504358758386,0.8141280068485511,-0.6512630502127313,-0.4910877091033349
Colorado,2017,0,0,0,908.0,515.0,6.812345094177479,6.246106765481563,0.0,-0.3917957939249175,-0.5139740026757852,-0.4181504358758386,0.8141280068485511,-0.6512630502127313,-0.5109574697275753
Colorado,2018,1,1,1,733.0,533.0,6.598509028614515,6.280395838960195,0.0,-0.3917957939249175,-0.5139740026757852,-0.4181504358758386,0.8141280068485511,-0.6512630502127313,-0.5286758754896868
Colorado,2019,2,4,8,453.0,392.0,6.118097198041348,5.973809611869261,0.0,-0.3917957939249175,-0.5139740026757852,-0.4181504358758386,0.8141280068485511,-0.6512630502127313,-0.4637106277996102
Colorado,2020,3,9,27,227.0,281.0,5.429345628954441,5.641907070938114,1.0,-0.3917957939249175,-0.5139740026757852,-0.4181504358758386,0.8141280068485511,-0.6512630502127313,-0.4302009515005388
Colorado,2021,4,16,64,414.0,288.0,6.028278520230698,5.666426688112432,1.0,-0.3917957939249175,-0.5139740026757852,-0.4181504358758386,0.8141280068485511,-0.6512630502127313,-0.4562395305054364
Connecticut,2011,-6,36,-216,7.0,12.0,2.0794415416798357,2.5649493574615367,0.0,-0.701852137834497,-0.5738530375309405,0.8264537434697294,1.0754014365175246,-0.34741447244230206,-0.4865471398782448
Connecticut,2012,-5,25,-125,3.0,5.0,1.3862943611198906,1.791759469228055,0.0,-0.701852137834497,-0.5738530375309405,0.8264537434697294,1.0754014365175246,-0.34741447244230206,-0.3751014872115442
Connecticut,2013,-4,16,-64,0.0,5.0,0.0,1.791759469228055,0.0,-0.701852137834497,-0.5738530375309405,0.8264537434697294,1.0754014365175246,-0.34741447244230206,-0.466551419725971
Connecticut,2014,-3,9,-27,2.0,29.0,1.0986122886681098,3.4011973816621555,0.0,-0.701852137834497,-0.5738530375309405,0.8264537434697294,1.0754014365175246,-0.34741447244230206,-0.5659396792227381
Connecticut,2015,-2,4,-8,2.0,6.0,1.0986122886681098,1.9459101490553132,0.0,-0.701852137834497,-0.5738530375309405,0.8264537434697294,1.0754014365175246,-0.34741447244230206,-0.5421310571152531
Connecticut,2016,-1,1,-1,0.0,5.0,0.0,1.791759469228055,0.0,-0.701852137834497,-0.5738530375309405,0.8264537434697294,1.0754014365175246,-0.34741447244230206,-0.5951491707044997
Connecticut,2017,0,0,0,0.0,9.0,0.0,2.302585092994046,0.0,-0.701852137834497,-0.5738530375309405,0.8264537434697294,1.0754014365175246,-0.34741447244230206,-0.5897778470114486
Connecticut,2018,1,1,1,0.0,0.0,0.0,0.0,0.0,-0.701852137834497,-0.5738530375309405,0.8264537434697294,1.0754014365175246,-0.34741447244230206,-0.5202559868368248
Connecticut,2019,2,4,8,0.0,5.0,0.0,1.791759469228055,0.0,-0.701852137834497,-0.5738530375309405,0.8264537434697294,1.0754014365175246,-0.34741447244230206,-0.4484000811932422
Connecticut,2020,3,9,27,0.0,2.0,0.0,1.0986122886681098,1.0,-0.701852137834497,-0.5738530375309405,0.8264537434697294,1.0754014365175246,-0.34741447244230206,-0.3792650163417689
Connecticut,2021,4,16,64,0.0,3.0,0.0,1.3862943611198906,1.0,-0.701852137834497,-0.5738530375309405,0.8264537434697294,1.0754014365175246,-0.34741447244230206,-0.2814489625290998
Delaware,2011,-6,36,-216,,9.0,,2.302585092994046,0.0,0.5919558275927509,0.805230017524276,-0.30420030108342955,-0.7497800935986298,2.0833741497211307,-0.5251577850512708
Delaware,2012,-5,25,-125,1.0,9.0,0.6931471805599453,2.302585092994046,0.0,0.5919558275927509,0.805230017524276,-0.30420030108342955,-0.7497800935986298,2.0833741497211307,-0.5163568291662428
Delaware,2013,-4,16,-64,11.0,9.0,2.4849066497880004,2.302585092994046,0.0,0.5919558275927509,0.805230017524276,-0.30420030108342955,-0.7497800935986298,2.0833741497211307,-0.5163568291662428
Delaware,2014,-3,9,-27,3.0,9.0,1.3862943611198906,2.302585092994046,0.0,0.5919558275927509,0.805230017524276,-0.30420030108342955,-0.7497800935986298,2.0833741497211307,-0.5515606527063545
Delaware,2015,-2,4,-8,3.0,9.0,1.3862943611198906,2.302585092994046,0.0,0.5919558275927509,0.805230017524276,-0.30420030108342955,-0.7497800935986298,2.0833741497211307,0.0337029136480037
